StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,regret_yn,decision,regret_intensity_1,regret_regulation,regret_regulation_7_TEXT,rumination,reverse_1,reverse_2,reverse_3,reverse_4,resolved,emo_event,rumination_nr,emotions_1,emotions_2,emotions_3,emotions_4,emotions_5,emotions_6,emotions_7,emotions_8,regret_intensity_1,regret_regulation,regret_regulation_7_TEXT,rumination,reverse_1,reverse_2,reverse_3,reverse_4,resolved,PID,DAY_NUM,SURVEY_TYPE,DECISION_TO_SHOW,NEXT_SURVEY,DECISION
2025-04-18 17:21:52,2025-04-18 17:22:37,IP Address,166.205.87.74,61,45,False,2025-04-18 18:21:59,R_3D1Zpf0QP5IZU3S,Participant,Participant,kpetrova@stanford.edu,111592,37.7201,-122.4414,anonymous,EN,No,,,,,,,,,,,"I’m feeling anxious now that I have to tackle some schoolwork, and it’s a new subject that I’m unfamiliar with.",Couldn't stop thinking about it,,,,,,,,,,,,,,,,,,111592,2,general,,general,
2025-04-18 18:33:07,2025-04-18 18:33:50,IP Address,166.205.87.74,100,42,True,2025-04-18 18:33:50,R_5xbSaawEJdxGxb3,Participant,Participant,kpetrova@stanford.edu,111592,37.7201,-122.4414,anonymous,EN,No,,,,,,,,,,,"Still anxious, focused on completing coursework.",Couldn't stop thinking about it,,85,77,,,92,,,,,,,,,,,,111592,2,general,,general,
2025-04-18 19:16:21,2025-04-18 19:17:14,IP Address,99.117.99.67,100,52,True,2025-04-18 19:17:14,R_7JkIhC235KwKe2x,Participant,Participant,kpetrova@stanford.edu,111931,37.3698,-121.816,anonymous,EN,No,,,,,,,,,,,I decided to leave work early!,Haven't thought about it at all,100,,,,,85,,,,,,,,,,,,111931,1,general,,general,
2025-04-18 19:17:22,2025-04-18 19:18:06,IP Address,99.117.99.67,100,44,True,2025-04-18 19:18:07,R_7o5XpjOk6RJ6J5A,Participant,Participant,kpetrova@stanford.edu,111931,37.3698,-121.816,anonymous,EN,No,,,,,,,,,,,"I picked up my son and decided to shop for Easter basket stuffers ",Haven't thought about it at all,49,50,,,,100,,,,,,,,,,,,111931,1,general,,general,
2025-04-18 19:18:14,2025-04-18 19:19:13,IP Address,99.117.99.67,100,59,True,2025-04-18 19:19:14,R_6yfJajbOvOC4MWz,Participant,Participant,kpetrova@stanford.edu,111931,37.3698,-121.816,anonymous,EN,No,,,,,,,,,,,Chose to make food at home instead of going to grab something.,Haven't thought about it at all,,,,,,100,,,,,,,,,,,,111931,1,general,,general,
2025-04-18 19:19:20,2025-04-18 19:20:03,IP Address,99.117.99.67,100,42,True,2025-04-18 19:20:03,R_1LXMuSoAibjQAlX,Participant,Participant,kpetrova@stanford.edu,111931,37.3698,-121.816,anonymous,EN,No,,,,,,,,,,,Chose not to eat and drink a protein shake instead with a couple bites of tuna.,Haven't thought about it at all,,,,,,100,,,,,,,,,,,,111931,1,general,,general,
2025-04-18 20:02:11,2025-04-18 20:02:41,IP Address,98.207.86.241,100,30,True,2025-04-18 20:02:42,R_5KnEOAHp9se7GRH,Participant,Participant,kpetrova@stanford.edu,112045,37.3698,-121.816,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,62,I thought of other ways to interpret the situation.,,Thought about it a little,45,47,45,8,"Yes, I think this situation is resolved",112045,2,followup,I ate an ice cream after complaining about donuts.,general,
2025-04-18 20:15:41,2025-04-18 20:16:54,IP Address,172.56.208.51,100,73,True,2025-04-18 20:16:55,R_3B4p1Qmz0wOUZc4,Participant,Participant,kpetrova@stanford.edu,112036,36.2158,-115.066,anonymous,EN,Yes,Binge eating my sadness.,33,"I tried to distract myself from the event or my emotions.,I tried to accept the situation and my feelings.",,Haven't thought about it at all,12,32,8,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,112036,2,general,I made a couple simple mistakes on a quiz in class due to carelessness when reading the questions.,general,Binge eating my sadness.
2025-04-19 09:12:10,2025-04-19 09:14:02,IP Address,73.70.119.135,100,111,True,2025-04-19 09:14:03,R_7RyWGOq2MaLcpjv,Participant,Participant,kpetrova@stanford.edu,112036,37.5742,-122.325,anonymous,EN,No,,,,,,,,,,,"I found my cats favourite toy she had lost and she was thrilled, it was vwry cute and fun to watch her play.",Thought about it a little,26,,12,,48,11,,32,,,,,,,,,,112036,3,general,Binge eating my sadness.,general,
2025-04-19 09:50:19,2025-04-19 09:52:24,IP Address,67.188.192.208,100,125,True,2025-04-19 09:52:24,R_7qspZCoOlCgarUV,Participant,Participant,kpetrova@stanford.edu,111634,37.3313,-121.8401,anonymous,EN,Yes,"I chose to take nap over doing homework and now I’m feeling stressed about getting everything done. ",73,I tried to accept the situation and my feelings.,,Thought about it a lot,47,92,72,63,"No, I might feel regret or think more about this situation in the near future",,,,,,,,,,,,,,,,,,,,111634,1,,,followup,"I chose to take nap over doing homework and now I’m feeling stressed about getting everything done. "
2025-04-19 09:57:50,2025-04-19 09:59:50,IP Address,172.56.180.149,100,120,True,2025-04-19 09:59:50,R_7AXzfIWZEcOI5nH,Participant,Participant,kpetrova@stanford.edu,112081,34.0038,-117.446,anonymous,EN,No,,,,,,,,,,,I am on my way to a hike and the fog is beautiful. Strong sense of fulfillment.,Thought about it a little,20,20,100,,100,20,,50,,,,,,,,,,112081,1,,,general,
2025-04-19 10:22:20,2025-04-19 10:23:25,IP Address,24.130.177.117,100,65,True,2025-04-19 10:23:26,R_5JLTofpMfkHbsR3,Participant,Participant,kpetrova@stanford.edu,109342,37.2125,-121.8641,anonymous,EN,No,,,,,,,,,,,I just woke up,Haven't thought about it at all,,,29,,,,,,,,,,,,,,,109342,1,,,general,
2025-04-19 10:22:18,2025-04-19 10:23:37,IP Address,157.131.122.55,100,79,True,2025-04-19 10:23:38,R_6uS6G2kuhPj2Z2x,Participant,Participant,kpetrova@stanford.edu,111592,37.7506,-122.4121,anonymous,EN,No,,,,,,,,,,,"Relieved. It’s Saturday, and while I have a lot of schoolwork to do, I can at least give myself some grace to take my time with it.",Thought about it a lot,72,89,47,,,96,,,,,,,,,,,,111592,3,general,,general,
2025-04-19 10:23:32,2025-04-19 10:24:07,IP Address,24.130.177.117,100,35,True,2025-04-19 10:24:08,R_7foCgxgB6yDAMvY,Participant,Participant,kpetrova@stanford.edu,109342,37.2125,-121.8641,anonymous,EN,No,,,,,,,,,,,Nothing happened,Haven't thought about it at all,31,,15,,,40,,,,,,,,,,,,109342,1,,,general,
2025-04-19 10:28:14,2025-04-19 10:29:52,IP Address,172.59.161.23,100,98,True,2025-04-19 10:29:53,R_5REbAE2HVVKpXgd,Participant,Participant,kpetrova@stanford.edu,112183,37.3313,-121.8401,anonymous,EN,No,,,,,,,,,,,"I was completely exhausted, I came home from working back to back from my 2 jobs and I felt drained and tired and hungry and overall fed up ",Thought about it a little,50,40,30,0,20,50,,20,,,,,,,,,,112183,1,,,general,
2025-04-19 10:57:38,2025-04-19 11:00:22,IP Address,98.97.63.249,100,163,True,2025-04-19 11:00:23,R_7BidqfHaD9Q24Qp,Participant,Participant,kpetrova@stanford.edu,109033,37.3388,-121.8916,anonymous,EN,No,,,,,,,,,,,"Yesterday, I was driving home, and wanted to pass a car in front of me, but he was blocking both lanes maliciously ",Thought about it a lot,,,,33,15,,21,33,,,,,,,,,,109033,1,,,general,
2025-04-19 11:00:35,2025-04-19 11:04:15,IP Address,98.97.63.249,100,220,True,2025-04-19 11:04:16,R_5lYsQ2YU97huS0V,Participant,Participant,kpetrova@stanford.edu,109033,37.3388,-121.8916,anonymous,EN,No,,,,,,,,,,,"I was driving back home on a rural road, there was a slow car in front of me of me, and a big car behind. The big car was tailgating, and blinding me through mirrors ",Thought about it a little,4,,24,32,,,4,21,,,,,,,,,,109033,1,general,,general,
2025-04-19 11:22:17,2025-04-19 11:23:35,IP Address,98.42.219.224,100,78,True,2025-04-19 11:23:35,R_3po3o36kQjtUSGR,Participant,Participant,kpetrova@stanford.edu,112093,37.3767,-122.0198,anonymous,EN,No,,,,,,,,,,,"Yesterday morning, i saw a video of a soldier being tapped by his friend at graduation since none of his family came, and every video i saw after that was also emotional. i could not stop crying",Thought about it a little,,,,,,90,,,,,,,,,,,,112093,1,,,general,
2025-04-19 11:30:12,2025-04-19 11:31:04,IP Address,172.59.160.125,100,52,True,2025-04-19 11:31:05,R_1rNBIcxMrf2P0LU,Participant,Participant,kpetrova@stanford.edu,112045,37.3313,-121.8401,anonymous,EN,No,,,,,,,,,,,"I’m getting a haircut and feel excited about it ",Thought about it a lot,100,6,4,5,8,100,1,4,,,,,,,,,,112045,3,general,I ate an ice cream after complaining about donuts.,general,
2025-04-19 11:29:30,2025-04-19 12:06:56,IP Address,103.211.182.78,100,2245,True,2025-04-19 12:06:56,R_6kNF6UjPDtSczXr,Participant,Participant,kpetrova@stanford.edu,106762,37.7652,-122.1579,anonymous,EN,No,,,,,,,,,,,"I went on a walk with some friends and had fun talking ",Thought about it a little,52,51,,,,45,,,,,,,,,,,,106762,1,,,general,
2025-04-19 12:30:37,2025-04-19 12:31:33,IP Address,134.6.54.38,100,55,True,2025-04-19 12:31:33,R_3QLx37LoP1BDXAR,Participant,Participant,kpetrova@stanford.edu,112183,37.4333,-122.1878,anonymous,EN,No,,,,,,,,,,,"No emotions strong enough, maybe just tired ",Haven't thought about it at all,25,30,25,0,10,30,0,,,,,,,,,,,112183,1,general,,general,
2025-04-19 12:33:09,2025-04-19 12:35:34,IP Address,67.169.33.216,100,145,True,2025-04-19 12:35:34,R_10VNieDmTJTN91R,Participant,Participant,kpetrova@stanford.edu,112144,37.2507,-121.836,anonymous,EN,No,,,,,,,,,,,"I woke up today being startled by a housemate and at the moment of waking up, I was somewhat annoyed.",Thought about it a little,50,,0,23,,69,,,,,,,,,,,,112144,1,,,general,
2025-04-19 12:35:58,2025-04-19 12:37:34,IP Address,67.169.33.216,100,96,True,2025-04-19 12:37:35,R_3ayDcXwThiaQuzv,Participant,Participant,kpetrova@stanford.edu,112144,37.2507,-121.836,anonymous,EN,No,,,,,,,,,,,"My girlfriend informed me she got tickets to an art installation for the weekend ",Thought about it a little,52,,,,,50,,,,,,,,,,,,112144,1,general,,general,
2025-04-19 12:38:24,2025-04-19 12:39:48,IP Address,157.131.122.55,100,83,True,2025-04-19 12:39:48,R_3Ce7gfn4NyHCHqp,Participant,Participant,kpetrova@stanford.edu,111592,37.7506,-122.4121,anonymous,EN,No,,,,,,,,,,,Determined - to get through the work and research I’m doing today.,Thought about it a lot,,100,43,,,87,,,,,,,,,,,,111592,3,general,,general,
2025-04-19 12:54:53,2025-04-19 12:55:45,IP Address,107.136.6.21,100,52,True,2025-04-19 12:55:45,R_7OqNUM5isIbcBAM,Participant,Participant,kpetrova@stanford.edu,111616,37.4446,-122.1835,anonymous,EN,No,,,,,,,,,,,I ate ice cream after dinner last night,Thought about it a little,,,,,,,,,,,,,,,,,,111616,1,,,general,
2025-04-19 13:18:18,2025-04-19 13:18:53,IP Address,98.42.219.224,100,35,True,2025-04-19 13:18:54,R_1o8fhJclSUWXhrp,Participant,Participant,kpetrova@stanford.edu,112093,37.3767,-122.0198,anonymous,EN,No,,,,,,,,,,,i bought new cleats,Thought about it a lot,100,,,,,100,,,,,,,,,,,,112093,1,general,,general,
2025-04-19 13:35:16,2025-04-19 13:37:18,IP Address,107.136.6.21,100,122,True,2025-04-19 13:37:18,R_70cR5jB2QVX3VqE,Participant,Participant,kpetrova@stanford.edu,111616,37.4446,-122.1835,anonymous,EN,No,,,,,,,,,,,"Didn’t have the motivation to finish my work and was left feeling disappointed ",Thought about it a lot,,,9,,,,,40,,,,,,,,,,111616,1,general,,general,
2025-04-19 13:50:29,2025-04-19 13:52:16,IP Address,98.97.63.249,100,107,True,2025-04-19 13:52:17,R_3xP53JtXRG5icGI,Participant,Participant,kpetrova@stanford.edu,109033,37.3388,-121.8916,anonymous,EN,No,,,,,,,,,,,"My mother ate the breakfast I cooked, and thanked me for it",Thought about it a little,39,11,,,,31,,0,,,,,,,,,,109033,1,general,,general,
2025-04-19 14:00:41,2025-04-19 14:02:50,IP Address,73.70.119.135,100,129,True,2025-04-19 14:02:50,R_38MM8EoEZTkZiPb,Participant,Participant,kpetrova@stanford.edu,112036,37.5742,-122.325,anonymous,EN,No,,,,,,,,,,,"I find calculus difficult, the homework is 72 questions long which is stressing me out.",Thought about it a lot,18,,27,,22,,37,16,,,,,,,,,,112036,3,general,Binge eating my sadness.,general,
2025-04-19 14:16:00,2025-04-19 14:17:18,IP Address,174.249.150.17,100,77,True,2025-04-19 14:17:18,R_1MST195dMdZSvFA,Participant,Participant,kpetrova@stanford.edu,111634,37.7428,-122.1745,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,52,"I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat)",,Thought about it a little,,,,,"Yes, I think this situation is resolved",111634,1,followup,I chose to take nap over doing homework and now I’m feeling stressed about getting everything done.,general,
2025-04-19 14:31:48,2025-04-19 14:32:58,IP Address,98.207.86.241,100,69,True,2025-04-19 14:32:59,R_1S835HTgiT5cAk2,Participant,Participant,kpetrova@stanford.edu,112045,37.3698,-121.816,anonymous,EN,No,,,,,,,,,,,It’s been a beautiful productive Saturday at home today. I had lots of chores and have been getting them done.,Thought about it a lot,98,99,22,5,4,100,4,8,,,,,,,,,,112045,3,general,I ate an ice cream after complaining about donuts.,general,
2025-04-19 14:34:33,2025-04-19 14:37:18,IP Address,73.15.170.58,100,164,True,2025-04-19 14:37:18,R_5oOVKEDoK3AKiKR,Participant,Participant,kpetrova@stanford.edu,111793,37.3419,-121.9754,anonymous,EN,No,,,,,,,,,,,I was encouraged to go have breakfast with my friends but I also felt extremely tired because of my lack of sleep,Thought about it a little,62,30,,,,80,10,9,,,,,,,,,,111793,1,,,general,
2025-04-19 14:38:16,2025-04-19 14:40:26,IP Address,73.15.170.58,100,130,True,2025-04-19 14:40:27,R_5akLHOxGo7bGtZ6,Participant,Participant,kpetrova@stanford.edu,111793,37.3419,-121.9754,anonymous,EN,No,,,,,,,,,,,I finally got to got go grocery shopping and get a car wash. I feel relieved and prepared for the week,Thought about it a little,70,10,,,,80,,,,,,,,,,,,111793,1,general,,general,
2025-04-19 14:43:58,2025-04-19 14:46:25,IP Address,172.59.160.45,100,146,True,2025-04-19 14:46:25,R_50AiehmbmRTsz4t,Participant,Participant,kpetrova@stanford.edu,112228,37.3313,-121.8401,anonymous,EN,Yes,"I spent money on fifa points when I should not have and threw away like 40 bucks and it annoying bc I had to money from my savings account which I didn’t want too ",81,"I tried to distract myself from the event or my emotions.,I did something else not listed above (please describe in the field below)","I took a shower because I can calm down ",Thought about it a little,70,70,100,,"No, I might feel regret or think more about this situation in the near future",,,,,,,,,,,,,,,,,,,,112228,1,,,followup,"I spent money on fifa points when I should not have and threw away like 40 bucks and it annoying bc I had to money from my savings account which I didn’t want too "
2025-04-19 15:15:16,2025-04-19 15:16:02,IP Address,12.75.216.114,100,45,True,2025-04-19 15:16:02,R_7QK87X4euJd1mSE,Participant,Participant,kpetrova@stanford.edu,112093,37.342,-121.9049,anonymous,EN,No,,,,,,,,,,,"I hung out with my best friend ",Thought about it a lot,100,100,,,,100,,,,,,,,,,,,112093,1,general,,general,
2025-04-19 15:15:31,2025-04-19 15:16:03,IP Address,157.131.122.55,100,32,True,2025-04-19 15:16:03,R_3Eg9j7wqVvDuHNk,Participant,Participant,kpetrova@stanford.edu,111592,37.7506,-122.4121,anonymous,EN,No,,,,,,,,,,,Relaxed - taking a study break.,Thought about it a lot,,,50,,,100,,,,,,,,,,,,111592,3,general,,general,
2025-04-19 15:22:37,2025-04-19 15:24:08,IP Address,174.194.195.61,100,91,True,2025-04-19 15:24:08,R_5KpdSizSya9tVek,Participant,Participant,kpetrova@stanford.edu,106762,37.1564,-121.9844,anonymous,EN,No,,,,,,,,,,,I did a good job helping at my local club,Thought about it a little,31,69,,,,23,,,,,,,,,,,,106762,1,general,,general,
2025-04-19 15:35:00,2025-04-19 15:36:09,IP Address,174.249.150.17,100,69,True,2025-04-19 15:36:10,R_3WOUhHtXwWUMfbm,Participant,Participant,kpetrova@stanford.edu,111634,37.7428,-122.1745,anonymous,EN,No,,,,,,,,,,,"I felt a lot of joy because I went to a balloon exhibit with my family. ",Thought about it a lot,95,49,10,8,9,78,10,10,,,,,,,,,,111634,1,general,I chose to take nap over doing homework and now I’m feeling stressed about getting everything done.,general,
2025-04-19 14:43:06,2025-04-19 14:43:49,IP Address,172.59.160.45,17,42,False,2025-04-19 15:43:11,R_1irFyKu58pilZmj,Participant,Participant,kpetrova@stanford.edu,112228,37.3313,-121.8401,anonymous,EN,Yes,"I spent money of fifa points and I didn’t pack a player I wanted and I feel like I threw away 30 bucks ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,112228,1,,,followup,
2025-04-19 15:50:14,2025-04-19 15:51:33,IP Address,50.242.90.233,100,78,True,2025-04-19 15:51:33,R_70TpPKOmxqWg3VN,Participant,Participant,kpetrova@stanford.edu,112183,38.6159,-122.8616,anonymous,EN,No,,,,,,,,,,,"No sudden changes, nothing drastic has happened today ",Haven't thought about it at all,43,41,12,4,7,48,8,4,,,,,,,,,,112183,1,general,,general,
